R.Shift,azeite_oliva,azeite_oliva1,azeite_oliva2,oleo_canola media,oleo_canola1,oleo_canola2,oleo_girassol media,oleo_girassol1,oleo_girassol2,oleo_maria media,oleo_maria1,oleo_maria2,oleo_milho media,oleo_milho1,oleo_milho2,oleo_soja media,oleo_soja1,oleo_soja2
1166.152,-0.001403271,-0.001423788,-0.001382755,-0.001457354,-0.001446389,-0.001468319,-0.001375777,-0.001413075,-0.00133848,-0.001337666,-0.001255453,-0.001419878,-0.001379229,-0.001442314,-0.001316143,-0.001398973,-0.001406064,-0.001391881
1167.871,-0.001437305,-0.001433368,-0.001441242,-0.001462051,-0.001446389,-0.001477712,-0.001423894,-0.001406943,-0.001440844,-0.001310424,-0.001255139,-0.001365708,-0.001415053,-0.001447294,-0.001382813,-0.001370487,-0.001393249,-0.001347725
1169.589,-0.001482594,-0.001445092,-0.001520096,-0.001399467,-0.001427642,-0.001371291,-0.001426872,-0.001412901,-0.001440844,-0.001297565,-0.001235512,-0.001359619,-0.001383694,-0.001422425,-0.001344963,-0.001288944,-0.001248447,-0.001329442
1171.306,-0.001448226,-0.001484437,-0.001412015,-0.001387426,-0.001382655,-0.001392197,-0.001416365,-0.001391885,-0.001440844,-0.00131609,-0.001284693,-0.001347487,-0.001335438,-0.001397371,-0.001273504,-0.001215012,-0.001214487,-0.001215537
1173.023,-0.001459801,-0.001508139,-0.001411463,-0.001357289,-0.001328351,-0.001386227,-0.001353547,-0.001308405,-0.001398689,-0.001376181,-0.001404741,-0.001347621,-0.001339176,-0.001393645,-0.001284707,-0.001239443,-0.00123493,-0.001243956
1174.738,-0.001483458,-0.001534813,-0.001432103,-0.001339894,-0.001237576,-0.001442212,-0.001305108,-0.001226011,-0.001384206,-0.001364361,-0.001369084,-0.001359638,-0.001371744,-0.001440952,-0.001302537,-0.001217049,-0.001205888,-0.001228211
1176.453,-0.001454815,-0.001534813,-0.001374818,-0.001302797,-0.001199704,-0.00140589,-0.001278832,-0.001203934,-0.001353731,-0.001354054,-0.001325743,-0.001382364,-0.001273817,-0.001298746,-0.001248888,-0.001198306,-0.001103606,-0.001293006
1178.168,-0.001492705,-0.001534813,-0.001450598,-0.001330701,-0.001224094,-0.001437309,-0.001222738,-0.001134145,-0.00131133,-0.001338087,-0.001288478,-0.001387696,-0.001222443,-0.001255558,-0.001189329,-0.001244065,-0.001135904,-0.001352225
1179.881,-0.00144658,-0.001534813,-0.001358347,-0.001264243,-0.001170483,-0.001358003,-0.001183627,-0.001088937,-0.001278316,-0.001257053,-0.001165077,-0.001349029,-0.001232648,-0.001310362,-0.001154934,-0.001274287,-0.001173551,-0.001375022
1181.594,-0.001467301,-0.001534813,-0.00139979,-0.001278968,-0.001254564,-0.001303373,-0.001203388,-0.001073079,-0.001333697,-0.00131065,-0.00126748,-0.001353819,-0.001202226,-0.0012809,-0.001123552,-0.001283046,-0.001171857,-0.001394234
1183.306,-0.001424411,-0.00141715,-0.001431672,-0.00125852,-0.001283001,-0.00123404,-0.001209373,-0.001170937,-0.001247808,-0.00133279,-0.001292044,-0.001373536,-0.001171068,-0.001254922,-0.001087214,-0.001244877,-0.001147545,-0.00134221
1185.017,-0.001394381,-0.001395085,-0.001393677,-0.001225447,-0.001230003,-0.001220892,-0.001173593,-0.00112446,-0.001222727,-0.001333102,-0.001323433,-0.00134277,-0.001150435,-0.001263893,-0.001036978,-0.001256473,-0.001204084,-0.001308863
1186.728,-0.001443358,-0.001404242,-0.001482474,-0.001273845,-0.001294231,-0.001253459,-0.00119494,-0.001181397,-0.001208482,-0.001333488,-0.001383737,-0.001283238,-0.001103401,-0.001197547,-0.001009256,-0.001257996,-0.001230393,-0.001285599
1188.438,-0.001430432,-0.001362292,-0.001498572,-0.001318718,-0.001294517,-0.001342919,-0.001194234,-0.001219973,-0.001168495,-0.001245478,-0.001282573,-0.001208383,-0.001149579,-0.001187704,-0.001111453,-0.0012497,-0.001249292,-0.001250107
1190.147,-0.001497896,-0.001498494,-0.001497299,-0.001315821,-0.001314418,-0.001317224,-0.001205543,-0.001226837,-0.001184249,-0.001189608,-0.001216796,-0.00116242,-0.001099363,-0.001112647,-0.00108608,-0.001194782,-0.001141915,-0.001247649
1191.855,-0.001527204,-0.001534312,-0.001520096,-0.001354364,-0.001258144,-0.001450585,-0.0011801,-0.001179588,-0.001180613,-0.001089902,-0.001069593,-0.001110211,-0.001099466,-0.00113809,-0.001060842,-0.001179998,-0.001152286,-0.00120771
1193.563,-0.001457943,-0.001534813,-0.001381073,-0.001279976,-0.001204779,-0.001355174,-0.001167027,-0.001138409,-0.001195645,-0.000971198,-0.000894232,-0.001048164,-0.001132497,-0.001164238,-0.001100756,-0.001157334,-0.001079496,-0.001235172
1195.27,-0.001483535,-0.001534813,-0.001432258,-0.00125987,-0.001183834,-0.001335907,-0.001161922,-0.001131801,-0.001192042,-0.000983259,-0.000877338,-0.00108918,-0.001155505,-0.001168562,-0.001142448,-0.001167665,-0.001034144,-0.001301186
1196.976,-0.001387495,-0.001445252,-0.001329738,-0.001189491,-0.001130236,-0.001248746,-0.001163232,-0.001151668,-0.001174796,-0.001054614,-0.000874521,-0.001234707,-0.001151819,-0.001163962,-0.001139675,-0.001093509,-0.0009656,-0.001221419
1198.682,-0.001354805,-0.001438213,-0.001271396,-0.001113814,-0.001146731,-0.001080898,-0.001134248,-0.001074107,-0.001194388,-0.001096074,-0.000931255,-0.001260894,-0.001122825,-0.001129869,-0.001115781,-0.001181875,-0.001000153,-0.001363597
1200.387,-0.001326124,-0.001422437,-0.001229811,-0.001062594,-0.001130484,-0.000994705,-0.001106109,-0.001056978,-0.001155239,-0.00111907,-0.000937734,-0.001300406,-0.001135078,-0.001148655,-0.001121501,-0.001169132,-0.000982175,-0.001356088
1202.091,-0.001266791,-0.001341523,-0.00119206,-0.001053836,-0.001138542,-0.000969129,-0.001065718,-0.001091899,-0.001039536,-0.001090256,-0.000971191,-0.001209321,-0.001167022,-0.001153033,-0.001181011,-0.001110061,-0.000943853,-0.001276268
1203.794,-0.001329373,-0.001365494,-0.001293252,-0.001064042,-0.001161433,-0.000966652,-0.001014739,-0.001063789,-0.00096569,-0.001143745,-0.001016056,-0.001271434,-0.001088642,-0.001133521,-0.001043764,-0.00110528,-0.000980862,-0.001229698
1205.497,-0.001276737,-0.001320796,-0.001232679,-0.00110729,-0.001166048,-0.001048532,-0.00095996,-0.001031591,-0.000888329,-0.001065521,-0.000987317,-0.001143725,-0.001116443,-0.00123005,-0.001002837,-0.001076461,-0.00103976,-0.001113163
1207.199,-0.001256694,-0.001346013,-0.001167376,-0.001085929,-0.001060605,-0.001111254,-0.000887455,-0.000946399,-0.00082851,-0.001003621,-0.000958816,-0.001048427,-0.001065742,-0.001158871,-0.000972613,-0.001047547,-0.001028429,-0.001066664
1208.9,-0.001306482,-0.001319164,-0.001293799,-0.001117334,-0.001034788,-0.001199881,-0.00085848,-0.000935321,-0.00078164,-0.000891727,-0.000867941,-0.000915513,-0.0009783,-0.00102624,-0.000930359,-0.001059681,-0.001043461,-0.001075902
1210.6,-0.001315217,-0.001365631,-0.001264803,-0.001075457,-0.000983268,-0.001167647,-0.000815954,-0.0008545,-0.000777408,-0.000893423,-0.000862896,-0.000923949,-0.000872229,-0.000878088,-0.00086637,-0.000950652,-0.000936328,-0.000964977
1212.3,-0.001269779,-0.001351311,-0.001188247,-0.001026587,-0.000978981,-0.001074192,-0.000805582,-0.000831047,-0.000780116,-0.000825571,-0.000771003,-0.000880138,-0.000807032,-0.000728132,-0.000885932,-0.000907661,-0.000891322,-0.000924
1213.999,-0.001173815,-0.00128644,-0.00106119,-0.000917083,-0.000867779,-0.000966388,-0.000724616,-0.00073192,-0.000717311,-0.000743095,-0.000665085,-0.000821106,-0.000832397,-0.000703334,-0.00096146,-0.000813096,-0.000789957,-0.000836235
1215.697,-0.001120695,-0.001190441,-0.00105095,-0.000882127,-0.000854093,-0.000910161,-0.000674922,-0.000679421,-0.000670423,-0.000705561,-0.00071884,-0.000692282,-0.000826106,-0.000683921,-0.00096829,-0.00062895,-0.000575041,-0.000682859
1217.395,-0.00106957,-0.001079221,-0.001059919,-0.000846036,-0.000855699,-0.000836372,-0.000613794,-0.000618901,-0.000608686,-0.00070514,-0.000722541,-0.000687739,-0.000821716,-0.00074134,-0.000902093,-0.000629684,-0.000591669,-0.0006677
1219.092,-0.001012515,-0.001004049,-0.001020982,-0.000831555,-0.000864106,-0.000799004,-0.000570981,-0.000624863,-0.0005171,-0.000704527,-0.000778176,-0.000630877,-0.000864672,-0.000879563,-0.00084978,-0.000569276,-0.00059801,-0.000540542
1220.788,-0.000937428,-0.000912501,-0.000962355,-0.000725854,-0.000611355,-0.000840353,-0.000516212,-0.00054504,-0.000487384,-0.000685792,-0.000752212,-0.000619372,-0.000781547,-0.000839161,-0.000723932,-0.000567901,-0.000590943,-0.000544858
1222.483,-0.000910345,-0.000813697,-0.001006993,-0.000738368,-0.000705285,-0.000771451,-0.000527081,-0.0005339,-0.000520261,-0.000652198,-0.000746072,-0.000558325,-0.000772769,-0.000806016,-0.000739522,-0.000542183,-0.000527762,-0.000556605
1224.178,-0.000857148,-0.00072813,-0.000986166,-0.000699195,-0.00060674,-0.000791649,-0.000438817,-0.000442966,-0.000434668,-0.000619642,-0.000681652,-0.000557631,-0.000717298,-0.00082307,-0.000611526,-0.000467675,-0.000412549,-0.0005228
1225.872,-0.000801537,-0.000718368,-0.000884705,-0.000641982,-0.000607692,-0.000676273,-0.000372391,-0.000409161,-0.000335621,-0.000584278,-0.000509478,-0.000659078,-0.000730672,-0.000825465,-0.000635878,-0.000423327,-0.000356365,-0.000490289
1227.565,-0.000757284,-0.000707016,-0.000807553,-0.000492375,-0.000477353,-0.000507397,-0.000341755,-0.000353755,-0.000329754,-0.000469967,-0.000348534,-0.0005914,-0.000616293,-0.00071294,-0.000519645,-0.000340165,-0.000243883,-0.000436447
1229.258,-0.000690787,-0.000595387,-0.000786187,-0.000450217,-0.000444965,-0.000455469,-0.000271279,-0.000300425,-0.000242134,-0.000426535,-0.000284077,-0.000568993,-0.000511569,-0.000600663,-0.000422475,-0.000235855,-0.000173814,-0.000297896
1230.95,-0.000649777,-0.000550919,-0.000748634,-0.000303066,-0.000360146,-0.000245987,-0.000210665,-0.000251942,-0.000169389,-0.000309142,-0.000231243,-0.000387041,-0.000377117,-0.000425923,-0.000328312,-0.00019688,-0.000210045,-0.000183715
1232.641,-0.000540158,-0.000503082,-0.000577233,-0.000207732,-0.000236661,-0.000178803,-0.00010172,-0.000142596,-6.08443E-05,-0.000174945,-0.00010488,-0.000245011,-0.000194112,-0.000207369,-0.000180855,-0.000125243,-0.000223512,-2.69745E-05
1234.331,-0.0003422,-0.000312566,-0.000371835,-8.15472E-05,-5.65901E-05,-0.000106504,4.55197E-07,-6.67635E-06,7.58674E-06,-4.36112E-05,3.68245E-06,-9.09049E-05,4.77093E-05,7.44477E-05,2.09708E-05,-6.05685E-05,-0.0001337,1.25631E-05
1236.021,-0.000249286,-0.000181063,-0.000317509,4.27626E-05,-1.80188E-05,0.000103544,0.000106153,0.000117679,9.46269E-05,4.78327E-05,2.02526E-05,7.54128E-05,0.000184932,0.000282275,8.75898E-05,5.38793E-05,-8.72937E-06,0.000116488
1237.71,-5.97835E-05,5.71845E-05,-0.000176752,0.000222052,0.000185342,0.000258762,0.000274916,0.000258363,0.000291468,0.000256405,0.000259905,0.000252904,0.000353592,0.00043514,0.000272043,0.000232501,0.000236342,0.000228659
1239.398,3.25405E-05,9.25132E-05,-2.74322E-05,0.000430772,0.000355037,0.000506506,0.000476913,0.000453271,0.000500555,0.000431989,0.000513254,0.000350723,0.000385366,0.000457105,0.000313626,0.00038633,0.00043983,0.000332831
1241.085,0.000163732,0.00025341,7.40538E-05,0.00062903,0.000566328,0.000691731,0.000679105,0.000645962,0.000712247,0.000672008,0.000791518,0.000552497,0.000507053,0.000548961,0.000465144,0.000624452,0.000678248,0.000570656
1242.772,0.00030503,0.000416146,0.000193915,0.000802233,0.000708664,0.000895802,0.000904586,0.00083452,0.000974652,0.000855746,0.001012588,0.000698905,0.000642217,0.000614369,0.000670065,0.000896556,0.00090296,0.000890153
1244.458,0.000399021,0.000519952,0.000278091,0.001043715,0.001004893,0.001082536,0.001183152,0.001113849,0.001252455,0.00111478,0.001220247,0.001009314,0.000844948,0.000856354,0.000833542,0.00122129,0.001177642,0.001264938
1246.144,0.000674432,0.000738839,0.000610026,0.001277892,0.001291307,0.001264476,0.001540484,0.001470553,0.001610414,0.001373024,0.00147792,0.001268129,0.001144722,0.001155834,0.001133611,0.001517033,0.001472368,0.001561697
1247.828,0.000894451,0.001024467,0.000764434,0.001465933,0.001512491,0.001419375,0.001932688,0.001847571,0.002017805,0.001660627,0.001685905,0.001635349,0.001531314,0.001571922,0.001490707,0.001842124,0.001809174,0.001875074
1249.512,0.001095331,0.001250678,0.000939984,0.001801328,0.001820562,0.001782094,0.002316896,0.002290084,0.002343709,0.002013431,0.001967926,0.002058937,0.001891977,0.001968016,0.001815938,0.002221403,0.002205665,0.00223714
1251.195,0.001317866,0.00145491,0.001180821,0.00212187,0.002126038,0.002117702,0.002674938,0.002602802,0.002747075,0.002387145,0.002321061,0.002453228,0.002349464,0.002428677,0.002270252,0.002603081,0.002625815,0.002580347
1252.878,0.001514034,0.001582706,0.001445361,0.002470661,0.00252997,0.002411352,0.003061822,0.003053633,0.003070012,0.002750614,0.002651226,0.002850002,0.002762321,0.002790226,0.002734416,0.002940466,0.002970518,0.002910415
1254.56,0.001727432,0.0017789,0.001675963,0.002778801,0.00282863,0.002728971,0.003458749,0.0034891,0.003428398,0.003100476,0.00302915,0.003171801,0.003026782,0.00299807,0.003055494,0.003263965,0.003287688,0.003240241
1256.241,0.001910581,0.00194847,0.001872693,0.003096348,0.003118298,0.003074397,0.003675007,0.003732514,0.0036175,0.003416323,0.003410249,0.003422398,0.003321209,0.003207601,0.003434818,0.003589501,0.003598411,0.003580591
1257.921,0.002136263,0.002146703,0.002125824,0.00329855,0.003391375,0.003205724,0.003923649,0.003913504,0.003933793,0.003697247,0.003701106,0.003693388,0.003576927,0.003431704,0.003722151,0.003842239,0.003823275,0.003861202
1259.601,0.002306404,0.002278989,0.002333819,0.00349775,0.003582459,0.00341304,0.004060882,0.004043258,0.004078506,0.003872289,0.003885755,0.003858823,0.00370637,0.003601985,0.003810755,0.003962147,0.003947133,0.003977161
1261.28,0.002511241,0.002508449,0.002514033,0.003638216,0.003739575,0.003536857,0.004218488,0.004147727,0.004289249,0.004038051,0.003993826,0.004082276,0.003873807,0.003840072,0.003907541,0.00415462,0.004183834,0.004125406
1262.958,0.002615667,0.00265831,0.002573023,0.003745488,0.003679761,0.003811214,0.004235533,0.004249971,0.004221095,0.00408989,0.0040049,0.004174881,0.003916478,0.003910144,0.003922812,0.004286309,0.004371497,0.004201121
1264.635,0.002562349,0.002586561,0.002538137,0.003743172,0.003623925,0.003862419,0.004238992,0.004179491,0.004298494,0.003996821,0.003903339,0.004090302,0.003911944,0.003978191,0.003845697,0.004279807,0.004366842,0.004192772
1266.312,0.002566372,0.002563045,0.002569699,0.003772232,0.00364769,0.003896775,0.004261303,0.004296164,0.004226441,0.003892512,0.003838328,0.003946697,0.003900684,0.004011509,0.003789859,0.004244857,0.004351163,0.004138551
1267.988,0.002483265,0.002515017,0.002451512,0.003759077,0.00361675,0.003901405,0.004180445,0.004230427,0.004130463,0.003766121,0.003753634,0.003778607,0.003714782,0.003875537,0.003554027,0.004146875,0.004260666,0.004033084
1269.664,0.00241157,0.002471729,0.002351411,0.003620158,0.003409494,0.003830821,0.004027239,0.004066575,0.003987902,0.003612284,0.00367507,0.003549499,0.003644935,0.0037842,0.003505669,0.003945924,0.003994454,0.003897393
1271.338,0.00240048,0.002409496,0.002391465,0.003414407,0.003240293,0.003588522,0.00382735,0.003763309,0.003891392,0.003455076,0.003538313,0.003371839,0.003513708,0.003523811,0.003503605,0.003729373,0.003741289,0.003717458
1273.012,0.00226558,0.002252791,0.002278369,0.003174002,0.003081154,0.003266849,0.00359098,0.003549731,0.003632229,0.003300506,0.003414262,0.003186749,0.003283964,0.003292205,0.003275723,0.003387144,0.003394755,0.003379533
1274.685,0.002283571,0.002226674,0.002340468,0.002978549,0.002919174,0.003037925,0.00338183,0.003341709,0.003421951,0.003066697,0.003125327,0.003008066,0.00312172,0.003098743,0.003144697,0.003141526,0.00321738,0.003065672
1276.358,0.002227842,0.002208289,0.002247394,0.002700868,0.002651472,0.002750264,0.003083289,0.003038639,0.00312794,0.002828222,0.00283765,0.002818794,0.002909113,0.002820859,0.002997366,0.002854089,0.002933855,0.002774322
1278.03,0.002211481,0.002136335,0.002286626,0.002486757,0.002510062,0.002463452,0.002843167,0.002741808,0.002944525,0.00254029,0.002544741,0.002535839,0.002699098,0.002666847,0.00273135,0.002662127,0.002784501,0.002539753
1279.701,0.002172747,0.002042367,0.002303127,0.002360847,0.00241369,0.002308004,0.002684525,0.002656926,0.002712124,0.002400409,0.002398644,0.002402174,0.002516219,0.002526366,0.002506073,0.002497053,0.002606896,0.002387211
1281.371,0.00213782,0.002096392,0.002179247,0.002258508,0.002292162,0.002224853,0.002447543,0.002459612,0.002435474,0.002298692,0.002286386,0.002310998,0.002347395,0.002449378,0.002245411,0.002385677,0.002467898,0.002303457
1283.041,0.00217438,0.002153311,0.00219545,0.002202079,0.002162164,0.002241994,0.002325148,0.002347451,0.002302845,0.002198039,0.00221149,0.002184588,0.002340643,0.002450315,0.002230972,0.002313505,0.002354452,0.002272558
1284.71,0.002281286,0.002305484,0.002257088,0.002272858,0.002243342,0.002302373,0.002257606,0.002221951,0.00229326,0.002280399,0.002346052,0.002214746,0.002372717,0.002457593,0.002287841,0.002343724,0.002343632,0.002343817
1286.378,0.002382488,0.002417276,0.0023477,0.002415485,0.002392645,0.002438326,0.002356072,0.002437755,0.002274389,0.002464924,0.002563087,0.00236676,0.00240346,0.002514201,0.002292719,0.002407029,0.002398711,0.002415348
1288.046,0.002588462,0.002599768,0.002577157,0.002697019,0.002665907,0.00272813,0.002512076,0.002586467,0.002437686,0.002652886,0.002773737,0.002532035,0.002586591,0.002728709,0.002444472,0.002532828,0.002582814,0.002482842
1289.713,0.002961619,0.002986886,0.002936352,0.002974612,0.002982044,0.00296718,0.002785933,0.002814443,0.002757423,0.002970598,0.003051169,0.002890027,0.002881529,0.002954367,0.002808691,0.002829335,0.002904383,0.002754287
1291.379,0.003508182,0.003409938,0.003606427,0.003421506,0.003470459,0.003372553,0.003169656,0.003213422,0.003125891,0.003312382,0.003396539,0.003228226,0.003278071,0.003301857,0.003254285,0.003200511,0.003258205,0.003142817
1293.044,0.004006344,0.003859422,0.004153265,0.003878692,0.003984217,0.003773166,0.003624646,0.003703842,0.00354545,0.00376775,0.003831433,0.003704068,0.003705232,0.003705615,0.003704849,0.003572589,0.003566536,0.003578642
1294.709,0.004538776,0.004446154,0.004631397,0.00434632,0.004447919,0.00424472,0.004056065,0.004150925,0.003961205,0.004152103,0.004163683,0.004140523,0.00416398,0.004201804,0.004126157,0.004002038,0.004058923,0.003945153
1296.373,0.005054467,0.005034592,0.005074342,0.004738897,0.004878819,0.004598975,0.004477988,0.004540898,0.004415078,0.004517039,0.004518598,0.004515481,0.004608593,0.004651033,0.004566153,0.004394584,0.00446648,0.004322689
1298.036,0.005462148,0.005443498,0.005480798,0.005037954,0.005196744,0.004879164,0.004807769,0.004808768,0.004806771,0.004834778,0.004914419,0.004755137,0.004921737,0.004966268,0.004877206,0.004690048,0.004727531,0.004652564
1299.699,0.0057029,0.005700088,0.005705713,0.005183056,0.005303632,0.00506248,0.004966387,0.004953301,0.004979473,0.00498318,0.005021386,0.004944975,0.005058838,0.005162178,0.004955497,0.004894276,0.004917827,0.004870724
1301.361,0.005725524,0.005774599,0.005676448,0.005169107,0.005199247,0.005138968,0.004885453,0.004764294,0.005006612,0.004955744,0.005032469,0.004879018,0.005006448,0.005099021,0.004913875,0.004846594,0.004900043,0.004793145
1303.022,0.005482397,0.00552163,0.005443163,0.004941824,0.004876113,0.005007536,0.004667046,0.004553434,0.004780658,0.004788165,0.004782715,0.004793615,0.004748697,0.004750169,0.004747225,0.004732882,0.004805228,0.004660537
1304.683,0.005133766,0.005139932,0.005127601,0.00463603,0.004590685,0.004681376,0.004323255,0.004251985,0.004394525,0.004479359,0.004466989,0.004491728,0.004338618,0.004303395,0.004373841,0.004347634,0.004401594,0.004293674
1306.343,0.00473731,0.004752491,0.004722129,0.00424451,0.004186501,0.004302519,0.003864826,0.003832425,0.003897227,0.004078529,0.004066037,0.004091021,0.003931942,0.003860228,0.004003655,0.003931207,0.00397001,0.003892404
1308.002,0.004149599,0.004249157,0.004050041,0.003798406,0.003791362,0.00380545,0.003411587,0.003393427,0.003429746,0.003665036,0.003649795,0.003680277,0.003516124,0.003526716,0.003505532,0.003461187,0.003570138,0.003352237
1309.66,0.003707361,0.003875183,0.003539538,0.003379015,0.003360644,0.003397387,0.003011241,0.003019884,0.003002599,0.003259357,0.003253482,0.003265232,0.0031577,0.003187736,0.003127665,0.003018211,0.003133107,0.002903314
1311.318,0.003230503,0.003294381,0.003166624,0.002964978,0.0029528,0.002977156,0.002626528,0.002655732,0.002597324,0.002814895,0.002858096,0.002771694,0.002778579,0.002836258,0.0027209,0.002614233,0.002714657,0.002513808
1312.975,0.00285495,0.002920902,0.002788997,0.002642672,0.002592404,0.00269294,0.002312211,0.002303129,0.002321294,0.002442634,0.002447352,0.002437916,0.002494083,0.002599383,0.002388783,0.002266719,0.002393419,0.002140019
1314.631,0.002491783,0.002537696,0.00244587,0.002299685,0.002245605,0.002353766,0.002007516,0.001959212,0.00205582,0.002097599,0.002110662,0.002084536,0.002173408,0.00224079,0.002106025,0.002008757,0.002134927,0.001882588
1316.287,0.002117955,0.002123849,0.002112061,0.001968714,0.001960131,0.001977296,0.001762328,0.001643479,0.001881178,0.001823669,0.00176154,0.001885798,0.001934718,0.001936197,0.00193324,0.001802913,0.00189825,0.001707575
1317.942,0.001828199,0.001818943,0.001837454,0.001719491,0.001799884,0.001639098,0.001609021,0.001520154,0.001697889,0.001575064,0.001502974,0.001647155,0.001633254,0.001626206,0.001640302,0.001576557,0.001644348,0.001508766
1319.596,0.001602868,0.001617997,0.001587739,0.001466563,0.001578598,0.001354528,0.001393609,0.001339376,0.001447841,0.001412787,0.001398806,0.001426768,0.001441492,0.00135563,0.001527355,0.001463694,0.001510612,0.001416777
1321.249,0.001294673,0.001345073,0.001244273,0.001224284,0.001409925,0.001038642,0.001177185,0.001112758,0.001241611,0.001287881,0.001326088,0.001249674,0.001252018,0.001192467,0.00131157,0.001264424,0.001311399,0.00121745
1322.902,0.00110299,0.001130205,0.001075775,0.001050686,0.001150225,0.000951148,0.000984421,0.00095079,0.001018052,0.001066751,0.001127918,0.001005585,0.001047276,0.000959191,0.00113536,0.001035376,0.001036316,0.001034437
1324.554,0.000873361,0.000855424,0.000891299,0.000858439,0.000881738,0.000835139,0.000754897,0.000753526,0.000756268,0.000844374,0.00093055,0.000758199,0.000838273,0.000777706,0.00089884,0.000737918,0.000707615,0.00076822
1326.206,0.000689398,0.000637837,0.000740959,0.00067101,0.000608202,0.000733819,0.000548898,0.000547991,0.000549804,0.000641666,0.000706596,0.000576736,0.000603066,0.000535445,0.000670688,0.000456972,0.000562018,0.000351926
1327.856,0.000551125,0.000580789,0.00052146,0.000386758,0.000370999,0.000402517,0.000291202,0.000283353,0.000299051,0.000353402,0.000430123,0.00027668,0.000351995,0.000295316,0.000408673,0.000240511,0.000397026,8.3996E-05
1329.506,0.000471804,0.000561174,0.000382433,0.000204659,0.0001776,0.000231719,0.000139026,7.65727E-05,0.000201478,0.000105157,0.00015828,5.20349E-05,0.000273932,0.00022391,0.000323954,2.05414E-05,0.00011059,-6.95077E-05
1331.156,0.000258581,0.000360178,0.000156984,9.27345E-05,0.000112492,7.29771E-05,2.42596E-05,1.77137E-05,3.08056E-05,-1.67857E-05,-1.8454E-05,-1.51174E-05,5.10541E-05,7.88535E-05,2.32546E-05,-0.000143066,-8.98116E-05,-0.000196321
1332.804,6.55998E-05,0.000216979,-8.57799E-05,-6.60124E-05,-4.95814E-05,-8.24435E-05,-4.617E-05,-2.92781E-06,-8.94122E-05,-0.000117341,-6.95093E-05,-0.000165174,-9.88286E-05,-5.58117E-05,-0.000141846,-0.000160736,-7.32864E-05,-0.000248186
1334.452,-8.88963E-05,5.94533E-06,-0.000183738,-0.000124273,-4.40441E-05,-0.000204502,-0.000122338,-9.13494E-05,-0.000153326,-0.000200103,-0.00010719,-0.000293016,-0.000209087,-0.000154474,-0.000263701,-0.000176667,-0.00011271,-0.000240624
1336.1,-0.000211461,-0.000162736,-0.000260187,-0.000226327,-0.000125658,-0.000326996,-0.000216785,-0.00015194,-0.00028163,-0.000296947,-9.96623E-05,-0.000494232,-0.000290931,-0.000293794,-0.000288069,-0.000232465,-0.000275312,-0.000189618
1337.746,-0.000283273,-0.000267944,-0.000298603,-0.00025448,-0.000179144,-0.000329815,-0.000238892,-0.000137578,-0.000340205,-0.000304485,-0.000170417,-0.000438552,-0.000324009,-0.000303593,-0.000344426,-0.000247539,-0.000341014,-0.000154065
1339.392,-0.000456233,-0.00050095,-0.000411516,-0.000277916,-0.000180321,-0.000375512,-0.000318155,-0.000261986,-0.000374323,-0.000294571,-0.000170911,-0.000418231,-0.00038334,-0.000436258,-0.000330422,-0.000290008,-0.000269528,-0.000310488
1341.037,-0.00041413,-0.000411819,-0.000416442,-0.000338377,-0.000203905,-0.000472848,-0.000430023,-0.00044087,-0.000419176,-0.000308462,-0.000160478,-0.000456447,-0.000376459,-0.000434596,-0.000318322,-0.000329933,-0.000335336,-0.00032453
1342.681,-0.000389996,-0.000374694,-0.000405298,-0.000337401,-0.000257542,-0.00041726,-0.000456096,-0.000547235,-0.000364957,-0.00025229,-0.000155617,-0.000348963,-0.000344089,-0.00041372,-0.000274457,-0.000360656,-0.0004546,-0.000266711
1344.325,-0.000429741,-0.000447869,-0.000411612,-0.000379158,-0.000342771,-0.000415546,-0.000482544,-0.000545124,-0.000419964,-0.00022433,-0.000197264,-0.000251396,-0.000432748,-0.000487943,-0.000377553,-0.00050059,-0.000564743,-0.000436436
1345.968,-0.000430463,-0.000377465,-0.000483461,-0.000346039,-0.000367,-0.000325078,-0.000488446,-0.000578799,-0.000398093,-0.000259183,-0.000275573,-0.000242793,-0.000455219,-0.00051853,-0.000391907,-0.000499453,-0.000529519,-0.000469387
1347.611,-0.000362974,-0.000365076,-0.000360873,-0.000334353,-0.000326925,-0.000341781,-0.00053965,-0.000661618,-0.000417683,-0.000296055,-0.000283227,-0.000308884,-0.000503792,-0.000552178,-0.000455406,-0.000564858,-0.000519971,-0.000609745
1349.252,-0.000334865,-0.000307205,-0.000362525,-0.000389503,-0.00039719,-0.000381817,-0.000569578,-0.000592989,-0.000546166,-0.000393925,-0.000339963,-0.000447887,-0.000561964,-0.000652089,-0.000471839,-0.000604081,-0.00056101,-0.000647152
1350.893,-0.000408235,-0.000368465,-0.000448006,-0.000402088,-0.000396229,-0.000407947,-0.00053236,-0.000451048,-0.000613672,-0.000492707,-0.000473147,-0.000512266,-0.00062072,-0.000623576,-0.000617865,-0.000564777,-0.000515757,-0.000613797
1352.533,-0.000502823,-0.000406968,-0.000598678,-0.000459582,-0.00042909,-0.000490074,-0.00056533,-0.000508449,-0.000622211,-0.00061487,-0.000579111,-0.000650629,-0.00061137,-0.000612361,-0.000610379,-0.000642796,-0.000560239,-0.000725352
