R.Shift,azeite_oliva,azeite_oliva1,azeite_oliva2,oleo_canola media,oleo_canola1,oleo_canola2,oleo_girassol media,oleo_girassol1,oleo_girassol2,oleo_maria media,oleo_maria1,oleo_maria2,oleo_milho media,oleo_milho1,oleo_milho2,oleo_soja media,oleo_soja1,oleo_soja2
784.683,-0.001166766,-0.001277448,-0.001056084,-0.001437981,-0.001407862,-0.001468101,-0.001333712,-0.001277318,-0.001390106,-0.001321008,-0.001377164,-0.001264852,-0.001359495,-0.0014509,-0.00126809,-0.001321092,-0.001279994,-0.001362191
786.566,-0.001115637,-0.001179964,-0.00105131,-0.001404572,-0.001446389,-0.001362755,-0.001286047,-0.001233241,-0.001338854,-0.001318056,-0.001375018,-0.001261093,-0.001352495,-0.001438738,-0.001266251,-0.001380092,-0.001365949,-0.001394234
788.447,-0.001154535,-0.001229933,-0.001079137,-0.001416509,-0.001446389,-0.001386629,-0.001303572,-0.001285127,-0.001322017,-0.001272732,-0.001306204,-0.00123926,-0.001347975,-0.001343923,-0.001352026,-0.001346798,-0.001314118,-0.001379477
790.328,-0.001119151,-0.001126006,-0.001112296,-0.001334902,-0.001444506,-0.001225298,-0.001312948,-0.001299415,-0.001326481,-0.001264986,-0.001335773,-0.001194199,-0.001273147,-0.001294448,-0.001251847,-0.001348342,-0.001347487,-0.001349197
792.207,-0.001078101,-0.001094345,-0.001061857,-0.001283776,-0.001315429,-0.001252123,-0.001247003,-0.001260822,-0.001233185,-0.001232008,-0.001313547,-0.00115047,-0.001291987,-0.001275067,-0.001308907,-0.001306298,-0.001373528,-0.001239068
794.086,-0.001009581,-0.001079807,-0.000939355,-0.001263827,-0.001295467,-0.001232188,-0.00124269,-0.001243381,-0.001241998,-0.001171703,-0.001264546,-0.00107886,-0.001310064,-0.001309325,-0.001310803,-0.001283119,-0.001394141,-0.001172096
795.965,-0.000890827,-0.001008438,-0.000773217,-0.001153513,-0.001130734,-0.001176292,-0.001240838,-0.001233805,-0.001247872,-0.001125935,-0.001159275,-0.001092595,-0.001269966,-0.001178353,-0.001361578,-0.001201406,-0.001282161,-0.001120651
797.842,-0.00078243,-0.000858542,-0.000706317,-0.001077444,-0.00099268,-0.001162208,-0.001221209,-0.001250568,-0.00119185,-0.001040128,-0.001073199,-0.001007056,-0.001163974,-0.001117365,-0.001210584,-0.001151913,-0.001234773,-0.001069052
799.719,-0.000680542,-0.000831037,-0.000530046,-0.000970011,-0.000953587,-0.000986434,-0.00116002,-0.001156492,-0.001163548,-0.001018886,-0.001062722,-0.00097505,-0.00113037,-0.001103489,-0.001157252,-0.001130297,-0.00117261,-0.001087983
801.594,-0.000596854,-0.000708107,-0.000485601,-0.000903577,-0.000973423,-0.000833731,-0.00113152,-0.001149926,-0.001113115,-0.000941209,-0.000944534,-0.000937883,-0.001058751,-0.001052049,-0.001065453,-0.001167562,-0.001209608,-0.001125516
803.469,-0.000496359,-0.000620212,-0.000372505,-0.000867018,-0.000904706,-0.000829329,-0.001139437,-0.001142419,-0.001136455,-0.000859384,-0.000909729,-0.000809038,-0.001015912,-0.000983798,-0.001048026,-0.001138777,-0.001093999,-0.001183555
805.343,-0.000378007,-0.000447338,-0.000308675,-0.000812792,-0.00087666,-0.000748924,-0.001095753,-0.001098927,-0.00109258,-0.00082981,-0.000907157,-0.000752463,-0.000938749,-0.000941843,-0.000935655,-0.001121709,-0.00108621,-0.001157208
807.217,-0.000340383,-0.000387058,-0.000293707,-0.000794485,-0.00082044,-0.00076853,-0.00099859,-0.000926898,-0.001070281,-0.000770388,-0.000838236,-0.00070254,-0.000881992,-0.000834862,-0.000929121,-0.001047823,-0.00106873,-0.001026916
809.089,-0.000290038,-0.000268094,-0.000311982,-0.00071564,-0.0006937,-0.00073758,-0.000870562,-0.000782007,-0.000959117,-0.000765913,-0.000834545,-0.000697281,-0.000818195,-0.000823193,-0.000813197,-0.000977366,-0.001022146,-0.000932587
810.961,-0.000217792,-0.000162834,-0.00027275,-0.000585954,-0.000500532,-0.000671376,-0.000822086,-0.0007709,-0.000873272,-0.000741298,-0.000802081,-0.000680515,-0.000746602,-0.000706305,-0.000786899,-0.000865121,-0.000881832,-0.000848411
812.832,-0.000199349,-0.00017574,-0.000222958,-0.000532385,-0.000408256,-0.000656513,-0.000718328,-0.000720066,-0.000716589,-0.000640611,-0.000638295,-0.000642928,-0.000720494,-0.000712468,-0.00072852,-0.000773911,-0.000816424,-0.000731399
814.702,-8.95888E-05,-0.000122328,-5.68493E-05,-0.000467417,-0.000343097,-0.000591737,-0.000658882,-0.000641836,-0.000675927,-0.000572689,-0.000493938,-0.000651439,-0.000699511,-0.000680577,-0.000718446,-0.000683532,-0.000734702,-0.000632363
816.571,1.8002E-05,-4.5697E-05,8.1701E-05,-0.000470357,-0.000333205,-0.000607509,-0.000564165,-0.000524347,-0.000603983,-0.000522764,-0.000455642,-0.000589886,-0.000647746,-0.000672163,-0.000623328,-0.000561064,-0.000616135,-0.000505994
818.44,9.79558E-05,-7.61072E-06,0.000203522,-0.000373897,-0.000216737,-0.000531056,-0.000491158,-0.000458846,-0.000523469,-0.000453009,-0.000468162,-0.000437856,-0.000609937,-0.000587243,-0.000632631,-0.000432782,-0.000420759,-0.000444805
820.307,0.000184275,0.000117679,0.000250871,-0.000312047,-0.000187938,-0.000436157,-0.000412557,-0.000419036,-0.000406078,-0.000360379,-0.000438455,-0.000282304,-0.000497944,-0.000441618,-0.000554269,-0.000246366,-0.000218517,-0.000274216
822.174,0.000187476,0.000175786,0.000199165,-0.000211288,-8.49937E-05,-0.000337583,-0.000223133,-0.000168083,-0.000278182,-0.000209843,-0.000303525,-0.000116161,-0.000299054,-0.000270616,-0.000327491,-7.30288E-05,-0.000125039,-2.10183E-05
824.04,0.000262648,0.000359397,0.0001659,-3.67636E-05,6.09497E-06,-7.96222E-05,-2.48669E-05,-1.72686E-05,-3.24652E-05,-6.4691E-05,-0.000174946,4.5564E-05,-8.59377E-05,-6.39005E-05,-0.000107975,4.78252E-05,-3.24854E-05,0.000128136
825.906,0.000296514,0.000385054,0.000207973,0.000140641,6.63172E-05,0.000214966,0.000159132,0.000155423,0.000162841,0.000140534,-6.67789E-05,0.000347846,0.000113239,0.000131218,9.52596E-05,0.000200957,0.00012019,0.000281723
827.77,0.000359454,0.000428776,0.000290133,0.000198927,8.11818E-05,0.000316673,0.000400587,0.000305689,0.000495485,0.000380171,0.000278587,0.000481755,0.000284224,0.000267047,0.0003014,0.000327424,0.000240729,0.000414119
829.634,0.000519115,0.000559719,0.000478512,0.000258426,0.000126057,0.000390794,0.000599288,0.000570787,0.000627789,0.000568202,0.000474861,0.000661544,0.000468198,0.000447495,0.000488901,0.000525179,0.000452218,0.00059814
831.496,0.000624568,0.000545632,0.000703503,0.000353258,0.000300428,0.000406088,0.000809785,0.00087474,0.000744831,0.000694895,0.000621032,0.000768758,0.00060411,0.000547934,0.000660285,0.000692123,0.000624985,0.000759261
833.358,0.000659924,0.000584933,0.000734914,0.000546979,0.000467431,0.000626528,0.000988587,0.001067397,0.000909777,0.000851323,0.00080815,0.000894496,0.000810352,0.000821899,0.000798805,0.000862057,0.000820176,0.000903939
835.22,0.000765016,0.000680941,0.00084909,0.000676273,0.000643161,0.000709385,0.001089407,0.001192044,0.00098677,0.000969542,0.000915605,0.001023478,0.000988786,0.000968318,0.001009254,0.001039345,0.001046789,0.001031901
837.08,0.00093285,0.000929441,0.000936259,0.000813471,0.00082763,0.000799312,0.001265552,0.001390772,0.001140332,0.001055436,0.001063925,0.001046947,0.001174475,0.001095632,0.001253317,0.001117348,0.001117296,0.0011174
838.94,0.00107853,0.001100326,0.001056734,0.000952516,0.00087331,0.001031723,0.001353138,0.001466673,0.001239603,0.001120505,0.001173387,0.001067623,0.001215946,0.001167881,0.001264011,0.00118477,0.001226793,0.001142746
840.799,0.0011301,0.001105532,0.001154668,0.001102821,0.000977169,0.001228472,0.00134095,0.001391972,0.001289928,0.001152554,0.001153873,0.001151234,0.001239623,0.001164073,0.001315173,0.001215992,0.001250718,0.001181265
842.657,0.001296052,0.001289826,0.001302279,0.001147634,0.000974071,0.001321196,0.001373877,0.001373206,0.001374549,0.001178536,0.001182199,0.001174872,0.001300137,0.001204591,0.001395683,0.001220869,0.001249107,0.001192631
844.514,0.001414916,0.001308749,0.001521083,0.001155055,0.001005198,0.001304912,0.001322002,0.001348206,0.001295799,0.001128634,0.001084578,0.001172689,0.001271943,0.001168884,0.001375003,0.001230439,0.001205227,0.001255652
846.37,0.001450228,0.00126825,0.001632205,0.001178068,0.00113365,0.001222486,0.001216757,0.001248473,0.001185041,0.001076974,0.001058397,0.00109555,0.001173353,0.001110312,0.001236393,0.001169665,0.001063948,0.001275381
848.226,0.001390298,0.001237574,0.001543021,0.001193731,0.001136862,0.001250599,0.001137455,0.001103389,0.00117152,0.001032376,0.001016409,0.001048343,0.001201825,0.0011285,0.001275149,0.001146324,0.001053788,0.001238859
850.081,0.001356322,0.001214679,0.001497966,0.001161352,0.001141818,0.001180886,0.001025449,0.000945257,0.001105641,0.001005247,0.001008301,0.001002192,0.001120295,0.001082544,0.001158046,0.001090492,0.001022975,0.001158009
851.935,0.001367894,0.001309356,0.001426432,0.001128497,0.00116982,0.001087174,0.001033541,0.000966011,0.001101071,0.000946852,0.00096113,0.000932574,0.001032688,0.000987137,0.001078239,0.001023213,0.000983091,0.001063336
853.788,0.001363642,0.001307307,0.001419977,0.001170877,0.001213484,0.00112827,0.000978547,0.000929535,0.001027558,0.000909301,0.000971277,0.000847325,0.0009105,0.000922625,0.000898376,0.001004067,0.00102771,0.000980423
855.64,0.001289874,0.001208408,0.00137134,0.001246404,0.001254778,0.001238031,0.000923055,0.000920904,0.000925207,0.000927016,0.000962766,0.000891266,0.000919546,0.000966296,0.000872796,0.001048549,0.001135143,0.000961954
857.492,0.001330605,0.001284086,0.001377124,0.001315109,0.00132742,0.001302798,0.00095277,0.001017954,0.000887586,0.000981736,0.00099094,0.000972531,0.000976057,0.001027427,0.000924687,0.001152146,0.001227265,0.001077027
859.343,0.001429847,0.001316128,0.001543565,0.001435087,0.001438597,0.001431577,0.00092881,0.001059189,0.00079843,0.001079132,0.001095034,0.00106323,0.001000071,0.001051356,0.000948786,0.00115304,0.001164745,0.001141334
861.193,0.001518711,0.001404469,0.001632952,0.001516747,0.001514375,0.00151912,0.000973302,0.00111608,0.000830524,0.001196805,0.0011669,0.001226709,0.00106837,0.001142076,0.000994665,0.001225066,0.001206905,0.001243226
863.042,0.001563868,0.001548046,0.00157969,0.001644808,0.001616446,0.00167317,0.001069156,0.001133866,0.001004445,0.001284746,0.001213232,0.001356259,0.001163401,0.001207944,0.001118859,0.001341752,0.001373271,0.001310234
864.89,0.001630896,0.001663402,0.001598391,0.001723865,0.001661467,0.001786262,0.001136535,0.001092163,0.001180906,0.001413577,0.001319661,0.001507493,0.001180456,0.001268183,0.001092729,0.001392475,0.001393396,0.001391554
866.738,0.00159729,0.001722391,0.001472189,0.001679602,0.00163772,0.001721483,0.001213527,0.001163339,0.001263716,0.001453611,0.001409052,0.00149817,0.001207687,0.001213308,0.001202066,0.001423647,0.001386503,0.001460792
868.585,0.001628353,0.001748421,0.001508285,0.001692552,0.001613768,0.001771336,0.001278749,0.001194734,0.001362764,0.00142955,0.001450461,0.001408638,0.001232277,0.001248106,0.001216448,0.001426664,0.001402325,0.001451003
870.431,0.001495922,0.00168891,0.001302934,0.001565169,0.00145459,0.001675748,0.001291584,0.001243394,0.001339774,0.001427363,0.001457143,0.001397582,0.001261827,0.001285464,0.001238191,0.00140585,0.001407949,0.001403751
872.276,0.001451395,0.001680748,0.001222042,0.001428474,0.001386349,0.001470599,0.001297621,0.001210356,0.001384885,0.001370122,0.001419941,0.001320303,0.001224843,0.001296741,0.001152945,0.001330266,0.001327256,0.001333275
874.121,0.001405897,0.001565101,0.001246692,0.001321214,0.001316165,0.001326263,0.00122736,0.001203341,0.001251378,0.001303528,0.001344365,0.001262692,0.001244607,0.001365519,0.001123695,0.001170202,0.001193911,0.001146494
875.964,0.001409243,0.00150738,0.001311107,0.001200619,0.00124284,0.001158398,0.001160987,0.001201899,0.001120074,0.001217219,0.001213794,0.001220644,0.001141364,0.001305848,0.000976881,0.001102613,0.00111025,0.001094977
877.807,0.001363322,0.001487035,0.001239608,0.001133898,0.001143896,0.0011239,0.001080697,0.001106817,0.001054577,0.00107272,0.000967581,0.001177859,0.001058094,0.001168707,0.000947481,0.001090458,0.001115385,0.001065531
879.649,0.001321569,0.001374959,0.00126818,0.001108634,0.001150956,0.001066312,0.000958959,0.000966883,0.000951034,0.001041572,0.000858594,0.001224551,0.000971414,0.001084676,0.000858152,0.00096859,0.000955451,0.000981728
881.491,0.001249759,0.001264565,0.001234953,0.001073327,0.001107899,0.001038756,0.000850981,0.00090435,0.000797612,0.000947848,0.000803271,0.001092426,0.000924023,0.000930088,0.000917959,0.000903193,0.000858338,0.000948047
883.331,0.001208544,0.001132853,0.001284234,0.001123587,0.00117485,0.001072324,0.000756962,0.000824408,0.000689517,0.000875654,0.000800519,0.000950789,0.000837239,0.000771496,0.000902982,0.000897815,0.000820044,0.000975586
885.171,0.00119174,0.001137769,0.00124571,0.001036098,0.001025673,0.001046523,0.000672303,0.00067468,0.000669926,0.000887933,0.000766231,0.001009636,0.000797796,0.000735493,0.000860099,0.000816671,0.00069871,0.000934631
887.01,0.001180658,0.001121092,0.001240224,0.00092786,0.000937121,0.000918599,0.000617223,0.000564199,0.000670247,0.00080036,0.000707506,0.000893214,0.000721307,0.000697369,0.000745245,0.000763491,0.000675589,0.000851394
888.848,0.001163181,0.001064584,0.001261777,0.000809717,0.000862921,0.000756513,0.000558271,0.000492698,0.000623844,0.000768392,0.000686546,0.000850239,0.000660587,0.000634981,0.000686193,0.000653665,0.000622625,0.000684705
890.685,0.0011257,0.001032936,0.001218463,0.000663501,0.000674203,0.000652799,0.000501025,0.000442241,0.00055981,0.000668368,0.000626876,0.00070986,0.000544134,0.00050677,0.000581498,0.000651403,0.000612064,0.000690742
892.522,0.000974185,0.000941386,0.001006984,0.000555877,0.000525042,0.000586713,0.000509683,0.000452287,0.000567079,0.000597178,0.000527026,0.00066733,0.000541238,0.000403081,0.000679395,0.000620079,0.000652618,0.000587539
894.357,0.000749765,0.000770764,0.000728766,0.000434821,0.000465223,0.00040442,0.000494285,0.000410832,0.000577738,0.000591257,0.000602291,0.000580222,0.000550372,0.000509218,0.000591526,0.000548126,0.000611389,0.000484863
896.192,0.000618762,0.000575047,0.000662477,0.00044463,0.000471425,0.000417834,0.000501641,0.000434302,0.000568981,0.000547871,0.000581921,0.00051382,0.000573648,0.000508146,0.00063915,0.000527047,0.00062593,0.000428163
898.027,0.000321538,0.000286649,0.000356426,0.000454886,0.000558234,0.000351539,0.000484292,0.000492679,0.000475904,0.000584596,0.000691388,0.000477804,0.00053698,0.000470154,0.000603807,0.000525831,0.000570637,0.000481024
899.86,0.000318719,0.000182357,0.000455081,0.00040387,0.000443422,0.000364318,0.000480653,0.000476689,0.000484617,0.000600007,0.000646166,0.000553847,0.00061329,0.000586375,0.000640205,0.000509109,0.000498019,0.000520199
901.692,0.000255745,5.26948E-05,0.000458795,0.000361092,0.000455497,0.000266687,0.000509244,0.000479687,0.000538801,0.000557215,0.000606244,0.000508186,0.000588677,0.00055334,0.000624013,0.000479803,0.000456402,0.000503204
903.524,0.000343339,0.000137367,0.000549311,0.00039281,0.000537146,0.000248474,0.000514824,0.000524302,0.000505345,0.000575232,0.000542062,0.000608403,0.000544156,0.000521329,0.000566983,0.000432753,0.000377818,0.000487689
905.355,0.000412602,0.000263135,0.000562069,0.000389701,0.000532798,0.000246604,0.000568605,0.000636235,0.000500976,0.000504472,0.00043849,0.000570454,0.000510611,0.000436799,0.000584422,0.000441032,0.0003688,0.000513264
907.186,0.000437952,0.000302552,0.000573352,0.000428274,0.000539829,0.00031672,0.000586129,0.000606836,0.000565423,0.000431319,0.000344377,0.000518262,0.000484803,0.00036868,0.000600927,0.000434032,0.000429879,0.000438186
909.015,0.000401462,0.00030502,0.000497904,0.000349333,0.000449865,0.000248801,0.00056703,0.000503703,0.000630356,0.000421214,0.000375795,0.000466633,0.000469791,0.000380709,0.000558873,0.000442739,0.000459504,0.000425974
910.844,0.000376797,0.000315658,0.000437936,0.000337272,0.000405163,0.000269381,0.000554833,0.000510454,0.000599212,0.000438394,0.00033163,0.000545159,0.000387613,0.000278906,0.000496321,0.000416295,0.000434065,0.000398525
912.671,0.000228908,0.000232801,0.000225016,0.000282056,0.000344299,0.000219812,0.000480807,0.000445558,0.000516057,0.000424873,0.000389514,0.000460233,0.000340767,0.000257793,0.000423741,0.000409184,0.000407248,0.000411119
914.499,0.000187342,0.000154376,0.000220308,0.000185801,0.000188567,0.000183034,0.000432002,0.000413386,0.000450618,0.000413155,0.000435463,0.000390848,0.000375145,0.000336928,0.000413361,0.000443347,0.000470725,0.000415969
916.325,8.59738E-05,7.55722E-05,9.63754E-05,0.000107078,0.000122162,9.19934E-05,0.000389564,0.000327143,0.000451984,0.000360781,0.000441458,0.000280104,0.000391213,0.000391269,0.000391157,0.000374082,0.000442068,0.000306096
918.15,9.32239E-05,0.000169081,1.73669E-05,0.000149206,0.00018692,0.000111492,0.000328909,0.00034566,0.000312158,0.000370992,0.000393083,0.000348901,0.000378722,0.000458254,0.00029919,0.000331538,0.000374999,0.000288076
919.975,5.15881E-05,0.000146526,-4.33497E-05,0.000147676,0.000175255,0.000120097,0.000305359,0.000345782,0.000264935,0.000283438,0.000369399,0.000197477,0.000333109,0.000446682,0.000219537,0.000325441,0.000385332,0.00026555
921.799,1.34162E-05,5.25258E-05,-2.56935E-05,0.000176988,0.000170192,0.000183784,0.000280168,0.000254551,0.000305784,0.000187212,0.000258614,0.00011581,0.000339523,0.000419182,0.000259865,0.000291381,0.000382365,0.000200397
923.622,-6.88363E-05,-5.91841E-05,-7.84885E-05,0.000107192,0.000135131,7.92535E-05,0.000272431,0.000245077,0.000299784,0.000172779,0.000255175,9.03833E-05,0.000263614,0.000308608,0.00021862,0.000178088,0.000238879,0.000117297
925.444,-6.79037E-05,-4.71122E-05,-8.86952E-05,0.000151897,0.000209782,9.40127E-05,0.000249045,0.000302406,0.000195685,5.42862E-05,5.73157E-05,5.12567E-05,0.000155667,0.000220876,9.04576E-05,0.000106126,0.000124245,8.80064E-05
927.266,-0.000125349,-0.00014595,-0.000104747,0.000166032,0.000219204,0.00011286,0.000183818,0.000236365,0.000131271,1.67601E-05,4.31689E-05,-9.64872E-06,0.000102795,0.00018636,1.92299E-05,7.34447E-05,1.62848E-05,0.000130605
929.087,-0.000177036,-0.000244988,-0.000109084,9.53861E-05,0.000130663,6.01094E-05,0.000173188,0.0001908,0.000155577,8.43661E-06,1.98183E-05,-2.94511E-06,9.9134E-05,0.000191738,6.53026E-06,9.88017E-05,8.01554E-05,0.000117448
930.907,-0.000169627,-0.00023838,-0.000100874,2.63188E-05,5.80505E-05,-5.4129E-06,0.000116731,0.00012017,0.000113292,2.50948E-05,1.90838E-05,3.11059E-05,5.7283E-05,0.000111428,3.13845E-06,4.90858E-05,-2.94653E-06,0.000101118
932.726,-0.000180719,-0.000237212,-0.000124225,1.61434E-05,1.10417E-05,2.12452E-05,0.000118035,6.66057E-05,0.000169464,9.97915E-05,4.74675E-05,0.000152115,7.96438E-06,3.3964E-05,-1.80353E-05,8.66904E-05,1.53815E-05,0.000157999
934.545,-0.000166579,-0.000230085,-0.000103073,3.0823E-05,-1.63393E-05,7.79853E-05,7.73428E-05,-1.35091E-05,0.000168195,9.28723E-05,3.39534E-05,0.000151791,7.78397E-05,0.000154105,1.57405E-06,0.000150609,9.87119E-05,0.000202507
936.362,-0.000198249,-0.000253327,-0.000143172,6.35226E-05,5.36182E-05,7.3427E-05,0.000112484,-6.69202E-05,0.000291889,0.000175116,0.000125991,0.00022424,0.000195206,0.000188457,0.000201955,0.000156157,0.000162632,0.000149681
938.179,-0.000172477,-0.00017457,-0.000170384,3.83166E-05,5.4876E-05,2.17572E-05,0.000162411,-1.7196E-06,0.000326542,0.000146127,9.88767E-05,0.000193378,0.000193515,8.71426E-05,0.000299886,0.00014259,0.000131711,0.000153469
939.995,-0.000182283,-0.000170438,-0.000194129,7.23672E-05,8.55967E-05,5.91377E-05,0.000154599,5.87358E-05,0.000250462,0.000100462,4.26888E-05,0.000158236,0.000185859,6.01428E-05,0.000311576,0.000122906,7.56263E-05,0.000170186
941.811,-0.000257817,-0.000213618,-0.000302015,6.41728E-05,3.92106E-05,8.91351E-05,0.00015933,8.32522E-05,0.000235407,0.000102874,7.08478E-05,0.0001349,0.00020352,4.26471E-05,0.000364393,0.000125214,4.47233E-05,0.000205704
943.625,-0.000290921,-0.000213004,-0.000368839,4.09485E-05,5.21577E-06,7.66812E-05,0.000221886,0.000168721,0.000275051,3.72216E-05,-2.66731E-05,0.000101116,0.000229101,4.4539E-05,0.000413662,0.000145696,0.000106968,0.000184424
945.439,-0.00033417,-0.000240646,-0.000427693,3.45906E-05,-7.8575E-06,7.70387E-05,0.000229101,0.000244917,0.000213286,7.18452E-05,3.72763E-05,0.000106414,0.000121884,-5.65556E-05,0.000300323,0.000112166,7.43142E-05,0.000150017
947.252,-0.000382909,-0.000275699,-0.000490119,-7.77361E-06,-5.30664E-05,3.75192E-05,0.000217062,0.000218911,0.000215214,6.21511E-06,-7.285E-06,1.97152E-05,6.57939E-05,-5.69558E-05,0.000188544,0.000118503,8.38506E-05,0.000153155
949.064,-0.000314821,-0.000240314,-0.000389328,6.24122E-06,-2.67934E-05,3.92758E-05,0.00016167,0.000216909,0.000106431,-1.70083E-05,-1.94246E-05,-1.45921E-05,8.43745E-05,7.86227E-05,9.01264E-05,0.000111752,0.000111183,0.000112322
950.876,-0.000395429,-0.000375468,-0.000415391,-1.68457E-06,-8.35464E-06,4.98551E-06,0.000199043,0.000167478,0.000230607,4.75504E-05,9.95476E-05,-4.44671E-06,3.21712E-05,6.08631E-05,3.4793E-06,0.000139264,0.000209771,6.87576E-05
952.686,-0.00036149,-0.00030398,-0.000419,-0.000129817,-7.75709E-05,-0.000182062,0.000324264,0.000292948,0.000355581,2.94677E-05,0.000100964,-4.20291E-05,1.11692E-05,2.61733E-05,-3.83484E-06,0.00016732,0.000184111,0.000150529
954.496,-0.00037275,-0.000380727,-0.000364773,-0.00016215,-0.000161746,-0.000162554,0.000331844,0.000260701,0.000402986,0.000109407,0.000205281,1.35324E-05,5.13051E-05,0.000137268,-3.46577E-05,0.000190057,0.000177225,0.000202889
956.305,-0.000380139,-0.000364563,-0.000395715,-0.000147,-0.000135614,-0.000158386,0.000442984,0.000329979,0.000555988,6.26685E-05,0.00010255,2.27869E-05,0.000156934,0.000247305,6.6563E-05,0.000342086,0.000365869,0.000318303
958.114,-0.000319488,-0.000272195,-0.00036678,-3.33999E-05,5.80355E-06,-7.26034E-05,0.000583284,0.000528659,0.000637909,0.000193917,0.000155388,0.000232445,0.000277585,0.000365228,0.000189942,0.000437651,0.000447084,0.000428219
959.921,-0.000217858,-0.000217201,-0.000218514,0.000175317,0.000184467,0.000166167,0.000658247,0.000609904,0.00070659,0.00031228,0.000294432,0.000330128,0.000373381,0.00044314,0.000303621,0.000496616,0.000505802,0.000487429
961.728,-0.000116101,-0.000103078,-0.000129123,0.000298813,0.000304347,0.000293278,0.000703972,0.000640575,0.000767369,0.000370193,0.000381334,0.000359053,0.000472374,0.000498513,0.000446234,0.000550992,0.00051304,0.000588943
963.534,1.51568E-06,-4.25998E-05,4.56312E-05,0.000454765,0.00036072,0.00054881,0.000706676,0.000707765,0.000705587,0.000519251,0.000526522,0.000511979,0.000603762,0.00056121,0.000646314,0.000624062,0.000611132,0.000636992
965.339,1.55929E-05,5.24272E-06,2.59431E-05,0.000561956,0.000445969,0.000677943,0.000841052,0.000864894,0.00081721,0.000709249,0.000704804,0.000713695,0.000660084,0.000609478,0.00071069,0.000693579,0.00067336,0.000713798
967.144,-1.48649E-05,9.07697E-08,-2.98206E-05,0.000549527,0.000418571,0.000680484,0.000976213,0.000995791,0.000956634,0.000799021,0.000842614,0.000755428,0.00074961,0.000657642,0.000841579,0.000697677,0.000649107,0.000746247
968.947,-4.50741E-05,-3.42774E-05,-5.58708E-05,0.000628713,0.000447861,0.000809566,0.000964857,0.000983037,0.000946677,0.000792094,0.000818586,0.000765602,0.00078006,0.00069786,0.000862259,0.000759936,0.000774024,0.000745848
970.75,-4.79447E-05,-3.33993E-05,-6.249E-05,0.000542068,0.000437975,0.000646161,0.001017526,0.000968278,0.001066775,0.000698597,0.000650399,0.000746794,0.000730172,0.000651362,0.000808982,0.000851578,0.000920223,0.000782933
972.552,-6.57399E-05,-8.9684E-05,-4.17959E-05,0.000429617,0.00039179,0.000467443,0.000950958,0.000930782,0.000971135,0.000592819,0.000534192,0.000651445,0.000701432,0.000624155,0.000778708,0.000820855,0.000885686,0.000756023
974.354,-0.000143319,-0.000232993,-5.36448E-05,0.000324548,0.000317877,0.000331219,0.000760186,0.000719651,0.000800721,0.000343106,0.000325844,0.000360367,0.000488579,0.000431953,0.000545204,0.000729866,0.000749756,0.000709976
976.154,-0.000217136,-0.000265462,-0.000168809,8.60171E-05,0.000127272,4.47625E-05,0.000541476,0.00048045,0.000602501,0.000122638,8.98434E-05,0.000155432,0.000292949,0.000249268,0.000336629,0.000540726,0.000562348,0.000519104
977.954,-0.000319856,-0.000353749,-0.000285963,-0.000118541,-8.91272E-05,-0.000147956,0.000229122,0.00013956,0.000318685,-8.41849E-05,-0.00016194,-6.43019E-06,0.000101968,5.05146E-05,0.000153421,0.000351321,0.000373138,0.000329505
979.753,-0.000412723,-0.000361002,-0.000464444,-0.00035136,-0.000282494,-0.000420225,-3.72247E-06,-5.72175E-05,4.97725E-05,-0.000181124,-0.000194087,-0.000168161,-0.000106718,-0.000170068,-4.33689E-05,0.000123078,0.000123125,0.00012303
981.551,-0.000567114,-0.000537408,-0.00059682,-0.000482007,-0.000430267,-0.000533748,-0.000203883,-0.000295831,-0.000111935,-0.000364347,-0.000339224,-0.000389469,-0.00028092,-0.000353218,-0.000208622,-0.000144546,-0.000171106,-0.000117985
983.349,-0.00072333,-0.000594018,-0.000852643,-0.000551101,-0.000529014,-0.000573189,-0.000339998,-0.000436376,-0.000243619,-0.000520976,-0.000516045,-0.000525907,-0.000461085,-0.000531959,-0.000390211,-0.000324974,-0.000358721,-0.000291228
985.146,-0.000842276,-0.000757174,-0.000927378,-0.000608666,-0.000605299,-0.000612033,-0.000460101,-0.000600608,-0.000319594,-0.000605057,-0.00065554,-0.000554574,-0.000529027,-0.000506126,-0.000551929,-0.000517671,-0.00053994,-0.000495401
986.942,-0.000949626,-0.00095802,-0.000941231,-0.000667558,-0.000694178,-0.000640939,-0.000562349,-0.00066203,-0.000462668,-0.000742838,-0.00075668,-0.000728997,-0.000537751,-0.000568595,-0.000506907,-0.00063499,-0.000707825,-0.000562155
988.737,-0.000985005,-0.001021727,-0.000948283,-0.000659646,-0.000657534,-0.000661759,-0.000669018,-0.000752989,-0.000585047,-0.000807155,-0.000746427,-0.000867883,-0.000598584,-0.000503475,-0.000693693,-0.000735896,-0.000788855,-0.000682937
990.531,-0.000907325,-0.00096279,-0.00085186,-0.000735835,-0.000698867,-0.000772803,-0.000746892,-0.00079842,-0.000695364,-0.00081226,-0.000827176,-0.000797344,-0.000614322,-0.000450498,-0.000778146,-0.000727863,-0.000741201,-0.000714525
992.325,-0.000918934,-0.000864983,-0.000972885,-0.00075044,-0.00064354,-0.000857339,-0.000801639,-0.000879195,-0.000724082,-0.000822085,-0.000820244,-0.000823926,-0.000648357,-0.000511553,-0.000785161,-0.000780492,-0.000752903,-0.000808081
